1.1382 18.4104
1.1334 18.4229
1.1337 18.4221
1.1356 18.4168
1.1336 18.4225
1.1367 18.4149
1.1369 18.4140
1.1394 18.4085
1.1382 18.4104
1.1336 18.4225
1.1334 18.4229
1.1334 18.4229
1.1360 18.4165
1.1329 18.4242
1.1378 18.4105
1.1335 18.4226
1.1360 18.4165
1.1383 18.4135
1.1257 18.4466
1.0963 18.5456
1.0678 18.6166
1.0427 18.6917
1.0227 18.7586
1.0043 18.8255
0.9529 18.9628
0.9379 19.0252
0.9114 19.0956
0.8437 19.3094
0.8337 19.3458
0.7867 19.4997
0.7107 19.7189
0.6524 19.9117
0.6344 19.9735
0.6336 19.9915
0.6437 19.9617
0.6413 19.9701
0.6427 19.9679
0.6426 19.9770
0.6544 19.9681
0.6841 19.9805
0.6936 19.9816
0.7178 19.9733
0.7419 19.9385
0.7441 19.9545
0.7565 19.9346
0.7775 19.9051
0.7988 19.8837
0.8076 19.8736
0.8111 19.8696
0.8020 19.8872
0.8164 19.8607
0.8130 19.8670
0.8115 19.8693
0.8166 19.8643
0.8293 19.8703
0.8777 19.8535
0.9047 19.8968
1.0034 19.8508
1.1056 20.0234
1.1058 19.9519
1.0827 20.0067
0.9592 19.8806
0.8917 19.8498
0.8041 19.8582
0.7084 19.7367
0.5539 19.6120
0.4683 19.4915
0.4122 19.4464
0.3677 19.3895
0.3121 19.3908
0.2694 19.3032
0.2208 19.2384
0.1854 19.1984
0.1676 19.1831
0.1727 19.1824
0.1913 19.1425
0.1894 19.2544
0.1815 19.2244
0.1813 19.2249
0.1829 19.2229
0.1810 19.2332
0.1813 19.2358
0.1822 19.2238
0.1791 19.2507
0.1805 19.2211
0.1755 19.2032
0.1380 19.2640
0.1281 19.2661
0.1081 19.2660
0.0966 19.2737
0.0712 19.2562
0.0676 19.2648
0.0678 19.2744
0.0676 19.2668
0.0700 19.2623
0.0757 19.1769
0.0876 19.0667
0.1013 18.9176
0.1209 18.7663
0.1237 18.7057
0.1346 18.6028
0.1460 18.5553
0.1551 18.3758
0.1691 18.2670
0.1705 18.1710
0.1752 18.1307
0.1927 18.0426
0.1952 18.0425
0.1958 18.0502
0.1939 18.0310
0.1944 18.0498
0.1967 18.0350
0.1951 18.0434
0.1957 18.0455
0.1949 18.0410
0.1946 18.0522
0.1963 18.0287
0.1967 17.9994
0.1844 18.0876
0.1862 17.9765
0.1742 18.0316
0.1671 17.9869
0.1556 17.9629
0.1475 18.0166
0.1434 17.9674
0.1434 17.9018
0.1372 17.9344
0.1345 17.8856
0.1304 17.8700
0.1267 17.8701
0.1290 17.7549
0.1329 17.6964
0.1325 17.6456
0.1298 17.7167
0.1263 17.8088
