2.4631 1.3028
2.4219 1.3498
2.4730 1.4413
2.4314 1.5275
2.4445 1.4782
2.4743 1.3198
2.4019 1.3789
2.4565 1.1428
2.3171 1.4566
2.4883 1.1657
2.3952 1.0522
2.2364 1.1540
2.4749 1.3345
2.4845 1.3088
2.4979 1.3621
2.4314 1.5275
2.4730 1.4413
2.4684 1.4962
2.4855 1.3285
2.4979 1.4002
2.4565 1.1428
2.3171 1.4566
2.4968 1.1663
2.3686 1.0641
2.4749 1.3345
2.4310 1.2852
2.3477 1.3052
2.3838 1.2963
2.4618 1.3181
2.4438 1.4367
1.4793 4.4170
1.3059 4.3759
2.3787 1.3339
2.4479 1.2988
2.4002 1.0750
2.3465 1.3421
2.4834 1.1656
2.4618 1.3181
2.4384 1.4780
1.4793 4.4170
1.3059 4.3759
2.3829 1.3334
2.4310 1.2852
2.3993 1.0764
2.3465 1.3421
2.4958 1.1798
2.4573 1.3191
2.4034 1.4071
2.4310 1.2852
2.3638 1.3566
2.3829 1.3334
2.4610 1.3189
2.4337 1.4788
2.4310 1.2852
2.3787 1.3339
2.3465 1.3421
2.4909 1.2176
2.4573 1.3191
2.3983 1.4464
11.9779 24.3639
2.5068 1.3248
2.4884 1.3993
2.4643 1.4677
2.4382 1.1197
2.4341 1.5152
2.4964 1.5077
2.4269 1.3210
2.4661 1.4212
2.3594 1.4355
2.5028 1.1607
2.3982 1.0737
2.2571 1.1633
2.3479 1.3157
2.1038 1.5083
1.1557 4.3653
1.3492 4.4748
11.9779 24.3639
2.3171 1.2702
2.3989 1.2786
1.1557 4.3653
1.3492 4.4748
2.3787 1.3339
2.4310 1.2852
2.3948 1.0784
2.3465 1.3421
2.4834 1.1656
2.4618 1.3181
2.4391 1.4766
2.3787 1.3339
2.4310 1.2852
2.3948 1.0784
2.3465 1.3421
2.4834 1.1656
2.4618 1.3181
2.4391 1.4766
6.6266 3.0232
2.1020 1.4872
2.3099 1.3811
2.4031 1.5017
2.3735 1.3959
6.6266 3.0232
2.4479 1.2988
2.3787 1.3339
2.3638 1.3566
2.5118 1.1929
2.4564 1.3197
2.4034 1.4071
2.3787 1.3339
2.4310 1.2852
2.3993 1.0764
2.3638 1.3566
2.5003 1.1788
2.4618 1.3181
2.4210 1.4609
2.3212 1.2856
2.3931 1.2924
2.4310 1.2852
2.3787 1.3339
